id,time,proj_id,proj_name,st-addr,contractor,lat,lon,yes_vote,no_vote,approval_rate,comment
187,2017-06-07 0:00:00,M-42-571-4586,"Violet Admiral, indian red",0711 Boyd Plaza,Ankunding LLC,-26.2304116,-65.2825779,2035,1725,0.54,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros viverra eget congue eget semper rutrum nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis.
188,2017-11-10 0:00:00,F-77-149-1460,Green Gila monster,8082 Crest Line Parkway,Quigley Group,-7.2536471,107.8954131,642,4954,0.11,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante.
189,2018-12-06 0:00:00,W-42-680-5648,Puce Genoveva,5198 Stone Corner Terrace,"Dickens, Reinger and Adams",28.845441,121.131229,2964,5049,0.37,Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
190,2018-12-31 0:00:00,S-77-054-8244,Teal Bohor reedbuck,83038 Golf Course Avenue,Kihn-Ledner,14.55647,121.018975,4818,5980,0.45,Mauris ullamcorper purus sit amet nulla. Quisque arcu libero rutrum ac lobortis vel dapibus at diam. Nam tristique tortor eu pede.
191,2018-12-12 0:00:00,W-35-142-5034,"Mauv Tortoise, burmese brown mountain",2 Di Loreto Circle,Rosenbaum-Boyle,27.9805586,94.6884956,6054,6873,0.47,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.
192,2017-10-19 0:00:00,R-58-861-1667,"Blue Wallaroo, common",52 Hoffman Lane,Gottlieb-D'Amore,15.2784628,-87.5847613,4902,6723,0.42,In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
193,2018-06-18 0:00:00,B-12-473-1804,Teal Mocking cliffchat,9 Birchwood Road,Durgan-Rogahn,-3.9461346,119.8410174,5619,3999,0.58,Aliquam quis turpis eget elit sodales scelerisque.
194,2018-11-05 0:00:00,J-93-398-5517,Goldenrod Yak,9280 Merchant Crossing,Cartwright and Sons,10.9322366,121.9864492,6862,5838,0.54,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.
195,2017-11-10 0:00:00,B-07-413-6449,"Mauv Squirrel, indian giant",33 Doe Crossing Hill,Breitenberg-Gleason,-8.339302,122.8366556,3229,4004,0.45,Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
196,2018-01-16 0:00:00,H-51-371-2590,"Mauv Wagtail, african pied",4178 Center Point,Daniel Group,22.424398,-79.9416549,5118,3591,0.59,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
197,2017-06-11 0:00:00,L-27-702-3603,Violet Red and blue macaw,14 Pond Lane,"Bahringer, Blanda and Farrell",46.251984,15.1650282,4850,2563,0.65,Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
198,2018-10-27 0:00:00,M-23-880-1988,"Mauv Jacana, african",1182 Hanover Hill,Stracke-Emmerich,14.6092588,120.9924256,6760,3049,0.69,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
199,2019-06-09 0:00:00,I-34-620-0923,Turquoise African darter,4 Hermina Street,Sporer LLC,46.585652,123.915392,4191,7051,0.37,Morbi a ipsum. Integer a nibh.
200,2018-11-15 0:00:00,A-66-861-9028,"Violet Fox, silver-backed",67 Basil Center,"Glover, Wisozk and Keeling",13.9062958,124.3040904,4552,5221,0.47,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
201,2019-01-28 0:00:00,H-20-065-7104,Goldenrod Tokay gecko,6 Johnson Way,"Schumm, Durgan and Brekke",37.2083179,9.9576849,7648,2014,0.79,Ut at dolor quis odio consequat varius. Integer ac leo.
202,2019-06-02 0:00:00,N-79-818-8552,Turquoise Giant heron,37691 Hazelcrest Point,"Marquardt, Murazik and Rowe",40.088917,122.089283,8324,6037,0.58,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.
203,2018-05-09 0:00:00,M-24-116-2413,Blue Thomson's gazelle,09 Grasskamp Place,McCullough-Medhurst,12.5640276,123.7304111,7010,7122,0.50,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
204,2019-05-31 0:00:00,J-48-789-4617,"Maroon Waxbill, violet-eared",6 Oneill Way,Raynor-VonRueden,31.2303904,121.4737021,6371,5042,0.56,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
205,2018-04-16 0:00:00,W-88-420-6138,"Teal Sloth, hoffman's",6 Fair Oaks Avenue,Dickinson Inc,-8.1874595,15.3745964,2295,1393,0.62,Sed accumsan felis.
206,2018-02-01 0:00:00,F-83-636-8890,Purple African skink,11028 Welch Junction,Bradtke-Sipes,14.3839328,121.050126,5893,8200,0.42,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
207,2019-06-05 0:00:00,V-82-004-8684,Red Antelope ground squirrel,155 Burning Wood Trail,"McKenzie, Nicolas and Quigley",49.8856487,22.1027541,7642,2485,0.75,Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
208,2017-07-14 0:00:00,B-67-728-3609,Blue King vulture,132 Crest Line Place,"Schuster, Bahringer and Wehner",-14.33056,-170.75278,7618,3377,0.69,Nulla tellus.
209,2019-03-30 0:00:00,T-59-254-4429,Pink American buffalo,143 Lien Road,"Kiehn, Leuschke and Johnston",48.2576572,6.4140214,434,4180,0.09,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
210,2019-06-08 0:00:00,P-92-204-0500,"Purple Cat, native",043 Daystar Alley,"Russel, Hackett and Kshlerin",41.576749,120.413376,8123,3128,0.72,Suspendisse potenti. Nullam porttitor lacus at turpis.
211,2017-06-01 0:00:00,V-84-110-4113,Puce Malachite kingfisher,94 Norway Maple Street,Grimes-Swaniawski,37.5599805,127.0051893,480,1596,0.23,Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
212,2018-06-09 0:00:00,O-47-621-1793,Fuscia Roseate cockatoo,11680 Susan Alley,"Herzog, Friesen and Mraz",-7.4200315,112.5408991,5846,5789,0.50,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
213,2018-12-27 0:00:00,Y-60-463-4946,Pink Scarlet macaw,01 Bellgrove Point,Pacocha LLC,42.8434544,45.632656,4310,1314,0.77,Sed vel enim sit amet nunc viverra dapibus.
214,2018-09-26 0:00:00,N-25-473-9256,Turquoise Water moccasin,6232 Tennessee Hill,Hudson LLC,-25.304882,-49.0555691,3226,5386,0.37,Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula.
215,2017-10-20 0:00:00,Y-41-490-0529,Violet Common shelduck,39 Scott Terrace,Flatley-Denesik,9.9739491,9.6038586,7531,2948,0.72,Ut tellus.
216,2017-11-03 0:00:00,O-21-028-0786,Teal Chestnut weaver,425 Mcbride Trail,"Johnson, Barrows and Miller",15.8127,120.4557,5218,2863,0.65,Quisque porta volutpat erat. Quisque erat eros viverra eget congue eget semper rutrum nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
217,2019-01-26 0:00:00,H-30-500-2762,Indigo European wild cat,9 Victoria Center,Daugherty-Murazik,52.6424878,20.9312946,5180,2310,0.69,Morbi ut odio. Cras mi pede malesuada in imperdiet et commodo vulputate justo. In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.
218,2018-12-01 0:00:00,H-07-397-0621,"Yellow Mongoose, banded",737 Lunder Trail,Moen-Lang,53.3062953,36.0446294,6794,7002,0.49,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis.
219,2017-08-27 0:00:00,O-14-307-3120,Maroon White-nosed coatimundi,82 Stoughton Way,Orn and Sons,54.7305189,25.2361291,1238,3047,0.29,Mauris ullamcorper purus sit amet nulla.
220,2017-10-30 0:00:00,Z-62-316-7411,"Khaki Tamandua, southern",721 Laurel Street,Cole Group,40.1676522,-8.4138349,4747,2379,0.67,In congue. Etiam justo.
221,2018-05-21 0:00:00,T-49-267-6357,"Mauv Shelduck, common",8 Oxford Plaza,Brekke Group,43.2003718,45.7880956,8151,1005,0.89,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
222,2017-07-27 0:00:00,P-71-184-0040,"Violet Flamingo, greater",52 Lerdahl Circle,Raynor-Barton,2.394682,98.4403573,2309,5667,0.29,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem.
223,2018-10-22 0:00:00,Y-95-831-5138,"Red Beaver, eurasian",6296 Old Shore Hill,Wehner Inc,32.4286242,130.6493402,6159,6726,0.48,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
224,2018-10-15 0:00:00,A-87-370-5835,"Aquamarine Lemming, collared",168 Lunder Crossing,Harvey LLC,-6.9819,113.5989,6742,5527,0.55,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
225,2017-08-18 0:00:00,R-32-561-7989,"Puce Goose, greylag",945 Mockingbird Circle,Kemmer Group,14.5715303,121.0235132,3920,1646,0.70,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
226,2019-05-19 0:00:00,S-37-742-5419,"Maroon Stork, greater adjutant",36 Dexter Trail,"Barton, Stark and Doyle",38.7121599,-9.4356652,8682,4447,0.66,Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
227,2017-09-27 0:00:00,V-03-304-0782,Blue Neotropic cormorant,1296 Main Center,Dickinson-Collins,57.6727414,-2.955445,3818,289,0.93,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
228,2017-09-22 0:00:00,A-48-391-9306,Purple Giant otter,9 South Road,Weber-Dibbert,33.5810958,71.4303404,5015,1777,0.74,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
229,2017-06-20 0:00:00,P-88-253-9890,Fuscia European beaver,7 Washington Avenue,"Schimmel, Quigley and Weber",10.6559243,107.2370874,5768,2835,0.67,Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
230,2018-10-19 0:00:00,I-20-290-6189,"Goldenrod Vulture, white-headed",7 Vera Park,Gislason Inc,34.933333,126.583333,7544,643,0.92,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
231,2017-07-25 0:00:00,Z-74-379-0383,Khaki Leopard,876 Vidon Park,"Roberts, Treutel and Harber",10.029192,105.8525154,636,6814,0.09,Integer non velit.
232,2017-12-01 0:00:00,E-72-574-9139,Red Snowy sheathbill,055 Oak Valley Point,"Reichel, Feeney and Kunde",-9.8998206,-75.9922372,7318,259,0.97,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
233,2018-09-14 0:00:00,X-59-923-0356,"Fuscia Shrike, crimson-breasted",5028 Cardinal Trail,Runte and Sons,41.3595963,-8.3726599,570,4272,0.12,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis. Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
234,2017-11-24 0:00:00,B-08-365-6963,Puce Huron,25254 Commercial Hill,Bahringer Group,13.7768017,100.5593109,4047,5779,0.41,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
235,2019-05-28 0:00:00,Q-56-733-5493,Orange Tiger snake,07099 Pierstorff Court,"Murazik, Kreiger and Jones",39.282307,-9.3084342,2793,6891,0.29,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis.
236,2019-05-02 0:00:00,P-03-384-6117,Mauv Caribou,50 Pearson Parkway,"Botsford, Koelpin and Johnson",52.1957118,39.0988859,5182,7340,0.41,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus.
237,2018-05-04 0:00:00,C-26-404-3689,"Red Macaque, japanese",15 Golf View Drive,Christiansen Inc,22.7029212,90.3465971,4739,5006,0.49,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis.
238,2018-09-17 0:00:00,V-14-224-5679,"Yellow Ibis, puna",34824 Sugar Parkway,Gislason-Hilpert,37.646108,120.477813,776,2747,0.22,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus auctor sed tristique in tempus sit amet sem. Fusce consequat. Nulla nisl.
239,2018-11-03 0:00:00,F-16-255-1540,Khaki Topi,09 Hanson Pass,Kiehn and Sons,-23.4543148,-46.5336521,8084,3339,0.71,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
240,2017-12-25 0:00:00,W-52-622-8944,"Aquamarine Otter, giant",04007 Clyde Gallagher Junction,"Herman, Torp and Lebsack",60.0456385,30.3403569,7253,5779,0.56,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
241,2018-12-29 0:00:00,Y-46-220-9305,"Violet Squirrel, malabar",22278 Carey Way,"Buckridge, West and Moen",-7.821926,112.018032,1308,4412,0.23,In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.
242,2018-10-17 0:00:00,H-46-348-4268,"Teal Skink, african",76 Sherman Point,"Quigley, Friesen and Beahan",14.565668,121.0317737,2631,5453,0.33,Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
243,2017-12-06 0:00:00,W-22-940-4936,Violet Black swan,836 3rd Street,Hudson-Kuvalis,39.8244606,-8.3790205,153,2831,0.05,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.
244,2018-08-31 0:00:00,L-28-299-0226,Teal Ibex,518 Tomscot Crossing,Walter Inc,47.100283,87.450703,6977,7862,0.47,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam.
245,2018-10-10 0:00:00,Z-41-672-6821,Fuscia Black-necked stork,14 Milwaukee Lane,Hirthe-Crist,25.329044,118.270238,610,7893,0.07,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.
246,2018-11-09 0:00:00,I-72-382-8918,Teal Large-eared bushbaby,9022 Pleasure Place,"Hartmann, Crooks and VonRueden",26.405715,106.256412,5322,201,0.96,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
247,2019-06-20 0:00:00,Z-84-071-3941,Goldenrod Brown hyena,729 6th Lane,"Keebler, Gaylord and Beier",37.507694,101.414709,6313,138,0.98,In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit.
248,2018-10-03 0:00:00,F-89-041-4166,"Indigo Phalarope, red",65 Hanover Road,"Bailey, Nikolaus and Fritsch",55.7498774,37.1754993,5066,4491,0.53,In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus.
249,2019-02-04 0:00:00,D-26-683-2214,Crimson Spotted-tailed quoll,6113 Grasskamp Way,"Beahan, Lakin and Abbott",-14.19396,-73.54213,1660,3782,0.31,In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti.
250,2018-02-16 0:00:00,D-96-259-2666,Fuscia Burchell's gonolek,70925 Pankratz Court,"Quitzon, Runolfsdottir and Hyatt",30.4058071,-8.8293845,6719,2584,0.72,Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante.
251,2018-03-13 0:00:00,I-60-302-0324,"Fuscia Mongoose, yellow",951 Macpherson Drive,"Johns, Kshlerin and Hickle",-19.2277915,-41.1602597,5199,6273,0.45,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
252,2018-01-03 0:00:00,Z-64-526-3090,Goldenrod Savanna baboon,00850 Huxley Circle,"Roob, Kiehn and Toy",27.676355,110.996803,2746,2079,0.57,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero convallis eget eleifend luctus ultricies eu nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
253,2019-01-14 0:00:00,G-91-237-4774,Blue Collared lizard,079 Barby Junction,Dickens-Zulauf,-20.7736517,-49.7107263,3198,7049,0.31,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
254,2018-08-22 0:00:00,S-71-147-5748,"Maroon Albatross, galapagos",64 Summerview Center,Hintz-Goldner,36.8665367,10.1647233,6386,4315,0.60,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
255,2018-08-21 0:00:00,L-82-082-4182,Puce Indian peacock,3 Derek Park,Lindgren LLC,41.0787184,-7.435408,4650,7978,0.37,Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem.
256,2019-04-11 0:00:00,M-40-636-6435,Crimson Madagascar fruit bat,34 Green Avenue,Borer and Sons,-26.8751803,-52.4040853,5918,1257,0.82,Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.
257,2017-08-03 0:00:00,A-49-132-6860,Khaki Common long-nosed armadillo,3227 Sherman Circle,"Boyle, McClure and McCullough",-7.766758,110.289646,2277,5821,0.28,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.
258,2019-05-12 0:00:00,E-92-108-7623,"Maroon White-eye, cape",6983 Menomonie Point,"McDermott, Quitzon and Langosh",29.866911,115.61166,4347,1078,0.80,Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.
259,2019-06-16 0:00:00,Q-04-507-8259,"Red Monkey, bleeding heart",10 Vermont Circle,Kris-Bauch,-21.2105191,-65.2103256,6019,4833,0.55,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus auctor sed tristique in tempus sit amet sem. Fusce consequat. Nulla nisl.
260,2017-11-13 0:00:00,Y-29-472-8350,Aquamarine Stanley bustard,02 Calypso Drive,Ratke-Graham,-7.4582767,109.4363225,3621,4338,0.45,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
261,2019-06-04 0:00:00,P-34-192-4497,"Indigo Starfish, crown of thorns",3 Gale Park,Keebler Group,-6.97,113.2718,7906,650,0.92,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
262,2018-07-03 0:00:00,J-82-795-6995,Violet European wild cat,61 Comanche Place,"Kuhlman, Graham and Johnston",40.0228023,22.2409253,3582,3107,0.54,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
263,2018-07-27 0:00:00,I-74-659-1039,"Mauv Capuchin, weeper",85 Carberry Park,Abshire Inc,14.1929998,121.1317352,8510,2824,0.75,Cras mi pede malesuada in imperdiet et commodo vulputate justo. In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
264,2018-12-13 0:00:00,H-73-208-0968,Purple White-nosed coatimundi,6 Sloan Circle,"Pacocha, Ferry and Schuster",23.021478,113.121435,8609,7266,0.54,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
